start-time,end-time,duration,rtt,proto,sip,sp,dip,dp,iflags,uflags,riflags,ruflags,isn,risn,tag,rtag,pkt,oct,rpkt,roct,app,entropy,rentropy,end-reason
2021-09-01 16:10:11.850,2021-09-01 16:10:11.870,0.020,0.001,6,192.168.50.124,33132,192.168.50.248,80,S,APSF,AS,APSF,552889a7,4efca1fa,000,000,11,938,6,2150,80,172,178,
2021-09-01 16:10:16.386,2021-09-01 16:10:16.387,0.001,0.001,6,192.168.60.159,59871,192.168.60.149,8002,S,S,AR,0,8cdfd873,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:16.387,2021-09-01 16:10:16.387,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59871,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:16.894,2021-09-01 16:10:16.894,0.000,0.000,6,192.168.60.159,59871,192.168.60.149,8002,S,S,AR,0,8cdfd873,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:16.894,2021-09-01 16:10:16.894,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59871,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:17.394,2021-09-01 16:10:17.394,0.000,0.000,6,192.168.60.159,59871,192.168.60.149,8002,S,S,AR,0,8cdfd873,00000000,000,000,2,96,1,40,0,0,0,
2021-09-01 16:10:17.394,2021-09-01 16:10:17.394,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59871,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:21.201,2021-09-01 16:10:21.225,0.024,0.001,6,192.168.50.133,46260,192.168.50.237,8080,S,APSF,AS,APSF,4d2babb3,7c748edf,000,000,12,1038,9,1676,80,166,181,
2021-09-01 16:10:21.228,2021-09-01 16:10:21.254,0.026,0.000,6,192.168.50.133,46262,192.168.50.237,8080,S,APSF,AS,APSF,811ab64b,2d2eee73,000,000,16,1454,15,10558,80,179,137,
2021-09-01 16:10:22.993,2021-09-01 16:10:23.310,0.317,0.000,6,192.168.50.133,55236,192.168.50.1,443,S,APF,AS,APF,11d15224,8b7282b0,000,000,8,1004,8,2516,443,223,248,
2021-09-01 16:10:31.396,2021-09-01 16:10:31.396,0.000,0.000,6,192.168.60.159,59873,192.168.60.149,8002,S,S,AR,0,9042d7e0,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:31.396,2021-09-01 16:10:31.396,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59873,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:31.528,2021-09-01 16:10:31.578,0.050,0.000,6,192.168.50.132,42658,192.168.50.225,80,S,APSF,AS,APSF,d8bc06d0,fca3fb8c,000,000,17,1208,18,7336,80,173,174,
2021-09-01 16:10:31.578,2021-09-01 16:10:31.579,0.001,0.001,6,192.168.50.132,42658,192.168.50.225,80,A,A,R,0,d8bc07c6,fca40876,000,000,3,120,1,40,0,0,0,
2021-09-01 16:10:31.579,2021-09-01 16:10:31.579,0.000,0.000,6,192.168.50.225,80,192.168.50.132,42658,R,0,0,0,fca40876,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:31.897,2021-09-01 16:10:31.897,0.000,0.000,6,192.168.60.159,59873,192.168.60.149,8002,S,S,AR,0,9042d7e0,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:31.897,2021-09-01 16:10:31.897,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59873,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:32.397,2021-09-01 16:10:32.397,0.000,0.000,6,192.168.60.159,59873,192.168.60.149,8002,S,S,AR,0,9042d7e0,00000000,000,000,2,96,1,40,0,0,0,
2021-09-01 16:10:32.397,2021-09-01 16:10:32.397,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59873,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:24.496,2021-09-01 16:10:34.349,9.853,0.015,6,192.168.51.22,60790,52.184.215.140,443,S,APRS,AS,APS,44c84a26,ec60eab6,000,000,31,5952,26,13432,443,248,232,
2021-09-01 16:10:34.349,2021-09-01 16:10:34.349,0.000,0.000,6,192.168.51.22,60790,52.184.215.140,443,AR,0,0,0,44c8534f,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:24.664,2021-09-01 16:10:34.349,9.685,0.013,6,192.168.51.22,60791,52.252.42.28,443,S,APRS,AS,APS,68f7780a,755c99df,000,000,25,2996,24,13034,443,235,234,
2021-09-01 16:10:34.349,2021-09-01 16:10:34.349,0.000,0.000,6,192.168.51.22,60791,52.252.42.28,443,AR,0,0,0,68f77be5,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:43.028,2021-09-01 16:10:43.039,0.011,0.001,6,192.168.51.117,50354,192.168.51.22,7680,S,APSF,AS,APSF,f6969fe1,f205ca1b,000,000,12,680,9,560,0,171,169,
2021-09-01 16:10:43.107,2021-09-01 16:10:43.113,0.006,0.000,6,192.168.51.117,50355,192.168.51.22,7680,S,APSF,AS,ASF,37957e74,cf49233b,000,000,10,574,5,224,0,174,0,
2021-09-01 16:10:46.402,2021-09-01 16:10:46.402,0.000,0.000,6,192.168.60.159,59876,192.168.60.149,8002,S,S,AR,0,e3985b19,00000000,000,000,2,104,1,40,0,0,0,
2021-09-01 16:10:46.402,2021-09-01 16:10:46.402,0.000,0.000,6,192.168.60.149,8002,192.168.60.159,59876,AR,0,0,0,00000000,00000000,000,000,1,40,0,0,0,0,0,
2021-09-01 16:10:46.902,2021-09-01 16:10:46.903,0.001,0.001,6,192.168.60.159,59876,192.168.60.149,8002,S,S,AR,0,e3985b19,00000000,000,000,2,104,1,40,0,0,0,
